id,city,country,lat,long,temp,humidity,cloudiness,windspeed
3520994,Puerto Escondido,MX,15.85,-97.0667,79.63,78,75,0.0
2013279,Vostok,RU,46.4856,135.8833,16.3,96,100,4.76
5847411,Kahului,US,20.8947,-156.47,64.42,94,1,5.75
5850554,Makakilo City,US,21.3469,-158.0858,69.44,85,1,4.61
1862505,Hirara,JP,24.8,125.2833,66.78,57,100,16.93
3139516,Sjøvegan,NO,68.8726,17.8474,19.45,93,100,6.53
2015306,Tiksi,RU,71.6872,128.8694,-29.88,100,71,2.17
2440371,Ouallam,NE,14.3188,2.0866,95.81,9,47,8.52
1047660,Cuamba,MZ,-14.8031,36.5372,92.03,28,66,4.61
1253237,Verāval,IN,20.9,70.3667,72.97,66,30,13.13
2084442,Vanimo,PG,-2.6741,141.3028,77.94,88,85,3.42
4020109,Atuona,PF,-9.8,-139.0333,78.03,78,75,21.18
1855540,Naze,JP,28.3667,129.4833,55.71,74,21,8.72
933995,Souillac,MU,-20.5167,57.5167,80.98,78,75,11.5
2112802,Hasaki,JP,35.7333,140.8333,46.8,50,45,20.09
1586350,Cam Ranh,VN,11.9214,109.1591,76.96,69,40,16.11
6067747,Matagami,CA,49.7502,-77.6328,28.51,100,90,4.61
3385899,Tutóia,BR,-2.7619,-42.2744,93.18,58,56,14.36
3906765,Quime,BO,-16.9833,-67.2167,60.26,72,100,7.02
6316343,Alta Floresta,BR,-9.8756,-56.0861,82.22,83,40,3.44
3671337,Puerto Rondón,CO,6.2805,-71.1,79.86,69,99,9.62
3416888,Grindavik,IS,63.8424,-22.4338,39.67,81,75,18.41
5039173,New Ulm,US,44.3125,-94.4605,40.19,68,1,11.5
2192362,Christchurch,NZ,-43.5333,172.6333,59.45,91,90,5.01
549175,Khuchni,RU,41.9499,47.9485,36.68,94,100,0.25
1254046,Tura,IN,25.5198,90.2201,63.82,79,4,3.6
2059470,Victor Harbor,AU,-35.5667,138.6167,59.76,74,3,9.04
2123814,Leningradskiy,RU,69.3833,178.4167,-15.84,97,81,8.84
3664321,Eirunepé,BR,-6.6603,-69.8736,75.27,97,100,1.1
752584,Akçakoca,TR,41.0866,31.1162,52.56,54,0,3.71
2451184,Sikasso,ML,10.9167,-7.0,98.67,12,15,5.55
1244926,Hambantota,LK,6.1241,81.1185,79.14,100,40,2.3
1625908,Sungai Raya,ID,0.7,108.9,80.76,80,100,4.38
3430545,Morón,AR,-34.6534,-58.6198,75.06,57,0,5.01
6454825,Saint-Junien,FR,45.8833,0.9,41.68,71,61,5.08
4030556,Rikitea,PF,-23.1203,-134.9692,75.2,78,11,18.77
2961299,Swinford,IE,53.95,-8.95,45.0,92,100,6.62
3530617,Cintalapa,MX,16.6951,-93.7272,68.43,89,100,6.98
2978639,Arrondissement de Saint-Malo,FR,48.5,-1.8333,44.82,65,97,16.28
2260535,Brazzaville,CG,-4.2658,15.2832,93.56,46,40,1.14
4255151,Bud,US,39.447,-86.1758,51.31,75,94,12.55
602913,Skellefteå,SE,64.7507,20.9528,10.0,66,90,4.61
1519924,Kushmurun,KZ,52.4503,64.6311,34.81,97,100,13.42
4708308,Lufkin,US,31.3382,-94.7291,59.43,98,75,0.0
1701054,Marawi,PH,7.9986,124.2928,68.65,94,100,0.83
3014383,Guéret,FR,46.1667,1.8667,35.58,79,60,5.53
3840300,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,86.76,34,2,7.25
5554428,Ketchikan,US,55.3422,-131.6461,34.27,86,90,3.44
2165087,Gold Coast,AU,-28.0,153.4333,71.8,88,75,5.01
4004293,Ixtapa,MX,20.7,-105.2,69.03,83,1,4.61
1649150,Bengkulu,ID,-3.8004,102.2655,77.34,86,76,4.72
1259385,Port Blair,IN,11.6667,92.75,78.57,89,100,13.8
333772,Jimma,ET,7.6667,36.8333,69.64,42,48,1.25
3412093,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,75,40,24.16
141665,Bandar-e Lengeh,IR,26.5579,54.8807,75.31,60,0,4.61
2361082,Dori,BF,14.0354,-0.0345,95.7,9,60,9.08
300822,Siirt,TR,37.9326,41.9403,44.76,59,0,2.8
1485528,Zalesovo,RU,53.9939,84.7431,4.59,91,11,5.57
3457928,Mantenópolis,BR,-18.8625,-41.1228,82.53,67,63,3.47
602150,Umeå,SE,63.8284,20.2597,1.33,85,0,4.61
1503153,Klyuchi,RU,52.2667,79.1667,29.34,67,45,17.58
4513583,Hamilton,US,39.1834,-84.5333,54.82,76,75,4.0
2160517,Launceston,AU,-41.45,147.1667,59.29,90,90,1.01
3002510,Le Pradet,FR,43.1066,6.0172,51.96,52,0,18.41
2525362,Carbonia,IT,39.1672,8.5222,52.45,79,100,10.47
1054329,Vangaindrano,MG,-23.35,47.6,76.42,74,77,9.86
2645889,Keighley,GB,53.8679,-1.9066,36.48,72,0,3.0
3628473,San Cristobal,VE,7.7669,-72.225,73.58,58,74,6.53
1630639,Pringsewu,ID,-5.3582,104.9744,75.18,92,68,3.09
3139597,Sistranda,NO,63.7256,8.834,15.76,50,39,13.62
2120591,Tilichiki,RU,60.4667,166.1,34.93,98,100,29.51
6167817,Torbay,CA,47.6666,-52.7314,42.96,69,20,16.11
1848976,Wajima,JP,37.4,136.9,51.35,66,74,18.7
2729907,Longyearbyen,SJ,78.2186,15.6401,26.44,59,40,18.41
1863978,Nishifukuma,JP,33.7667,130.4667,44.65,76,100,11.5
2134814,Sola,VU,-13.8833,167.55,80.19,79,65,14.0
556268,Ostrovnoy,RU,68.0531,39.5131,27.52,72,100,24.92
4102412,Blytheville,US,35.9273,-89.919,53.8,87,1,10.36
2447513,Arlit,NE,18.7369,7.3853,86.86,8,6,5.32
2732516,Vila Praia de Âncora,PT,41.811,-8.8526,57.6,61,24,14.34
2264557,Ponta do Sol,PT,32.6667,-17.1,69.96,47,5,5.88
3133880,Ila,NO,63.4305,10.3705,20.32,77,41,1.01
1651810,Airai,TL,-8.9266,125.4092,62.2,84,100,2.24
4236895,Decatur,US,39.8403,-88.9548,51.55,66,20,13.8
3466704,Castro,BR,-24.7911,-50.0119,81.61,41,60,7.02
2012530,Zhigansk,RU,66.7697,123.3711,-39.08,97,55,10.25
7626381,Klæbu,NO,63.2976,10.4826,17.98,81,77,1.23
5044290,Saint Anthony,US,45.0205,-93.218,39.92,69,1,3.0
1494500,Poltavka,RU,54.3663,71.7632,35.15,83,99,15.59
373303,Juba,SS,4.8517,31.5825,90.3,26,77,1.36
2070998,Geraldton,AU,-28.7667,114.6,68.41,77,90,24.16
143073,Ardakān,IR,32.31,54.0175,61.18,27,1,4.0
1497142,Novobiryusinskiy,RU,56.9578,97.7076,28.42,80,99,7.85
1153850,Bo Phloi,TH,14.3236,99.5161,68.09,63,8,6.08
5905616,Bonnyville,CA,54.2668,-110.735,21.88,94,99,10.18
3939168,Huarmey,PE,-10.0681,-78.1522,70.83,76,89,9.64
6071876,Melfort,CA,52.8667,-104.6177,19.53,86,100,3.44
2065594,Mount Isa,AU,-20.7333,139.5,91.17,21,7,12.66
3576994,Cockburn Town,TC,21.4612,-71.1419,81.01,73,5,15.7
945945,Upington,ZA,-28.4478,21.2561,88.18,13,20,8.05
583683,Aksarayskiy,RU,46.7924,48.0119,37.35,66,62,8.61
2126710,Beringovskiy,RU,63.05,179.3167,21.85,97,100,15.59
527581,Mendeleyevo,RU,56.0333,37.2167,26.02,86,90,11.18
4031742,Egvekinot,RU,66.3167,-179.1667,3.7,96,100,7.45
527321,Mezen',RU,65.8522,44.24,12.42,90,98,8.93
1235846,Matara,LK,5.9485,80.5353,77.74,85,24,3.78
5579368,Loveland,US,40.3978,-105.075,49.95,42,1,1.01
3397893,Itacoatiara,BR,-3.1431,-58.4442,82.69,78,99,2.33
6089245,Norman Wells,CA,65.282,-126.8329,-14.76,64,90,19.57
1280037,Shache,CN,38.4167,77.2406,31.75,31,0,3.11
